Chr	Start	End	Cenh3
chr1G_TA2804	126000000	126500000	7952
chr1G_TA2804	126500000	127000000	11156
chr1G_TA2804	127000000	127500000	11330
chr1G_TA2804	127500000	128000000	10498
chr1G_TA2804	128000000	128500000	10764
chr1G_TA2804	128500000	129000000	9710
chr1G_TA2804	129000000	129500000	10556
chr1G_TA2804	129500000	130000000	9848
chr1G_TA2804	130000000	130500000	10782
chr1G_TA2804	130500000	131000000	11186
chr1G_TA2804	131000000	131500000	10847
chr1G_TA2804	131500000	132000000	11495
chr1G_TA2804	132000000	132500000	12054
chr1G_TA2804	132500000	133000000	11039
chr1G_TA2804	133000000	133500000	11581
chr1G_TA2804	133500000	134000000	12356
chr1G_TA2804	134000000	134500000	12110
chr1G_TA2804	134500000	135000000	11546
chr1G_TA2804	135000000	135500000	12354
chr1G_TA2804	135500000	136000000	11889
chr1G_TA2804	136000000	136500000	12361
chr1G_TA2804	136500000	137000000	12172
chr1G_TA2804	137000000	137500000	10836
chr1G_TA2804	137500000	138000000	11770
chr1G_TA2804	138000000	138500000	12674
chr1G_TA2804	138500000	139000000	12418
chr1G_TA2804	139000000	139500000	11492
chr1G_TA2804	139500000	140000000	12412
chr1G_TA2804	140000000	140500000	12292
chr1G_TA2804	140500000	141000000	8670
chr1G_TA2804	141000000	141500000	11982
chr1G_TA2804	141500000	142000000	13014
chr1G_TA2804	142000000	142500000	59830
chr1G_TA2804	142500000	143000000	250158
chr1G_TA2804	143000000	143500000	180931
chr1G_TA2804	143500000	144000000	116876
chr1G_TA2804	144000000	144500000	107971
chr1G_TA2804	144500000	145000000	106620
chr1G_TA2804	145000000	145500000	82160
chr1G_TA2804	145500000	146000000	51362
chr1G_TA2804	146000000	146500000	37728
chr1G_TA2804	146500000	147000000	23708
chr1G_TA2804	147000000	147500000	17800
chr1G_TA2804	147500000	148000000	11888
chr1G_TA2804	148000000	148500000	13684
chr1G_TA2804	148500000	149000000	15666
chr1G_TA2804	149000000	149500000	12938
chr1G_TA2804	149500000	150000000	13196
chr1G_TA2804	150000000	150500000	11974
chr1G_TA2804	150500000	151000000	11616
chr1G_TA2804	151000000	151500000	11398
chr1G_TA2804	151500000	152000000	11132
chr1G_TA2804	152000000	152500000	10592
chr1G_TA2804	152500000	153000000	11644
chr1G_TA2804	153000000	153500000	12298
chr1G_TA2804	153500000	154000000	13554
chr1G_TA2804	154000000	154500000	11726
chr1G_TA2804	154500000	155000000	11678
chr1G_TA2804	155000000	155500000	12171
chr1G_TA2804	155500000	156000000	9341
chr1G_TA2804	156000000	156500000	12061
chr1G_TA2804	156500000	157000000	10713
chr1G_TA2804	157000000	157500000	7712
chr1G_TA2804	157500000	158000000	11332
chr1G_TA2804	158000000	158500000	12082
chr1G_TA2804	158500000	159000000	11340
chr1G_TA2804	159000000	159500000	11404
chr1G_TA2804	159500000	160000000	10640
chr1G_TA2804	160000000	160500000	10659
chr1G_TA2804	160500000	161000000	10995
chr1G_TA2804	161000000	161500000	9340
chr1G_TA2804	161500000	162000000	10704
chr1G_TA2804	162000000	162500000	9672
chr1G_TA2804	162500000	163000000	9764
chr1G_TA2804	163000000	163500000	9786
chr1G_TA2804	163500000	164000000	9714
chr1G_TA2804	164000000	164500000	9214
chr1G_TA2804	164500000	165000000	9520
chr1G_TA2804	165000000	165500000	9472
chr1G_TA2804	165500000	166000000	10656
chr1G_TA2804	166000000	166500000	9998
chr1G_TA2804	166500000	167000000	10112
chr1G_TA2804	167000000	167500000	9836
chr1G_TA2804	167500000	168000000	10202
chr1G_TA2804	168000000	168500000	9572
chr1G_TA2804	168500000	169000000	9810
chr1G_TA2804	169000000	169500000	10180
chr1G_TA2804	169500000	170000000	9422
chr1G_TA2804	170000000	170500000	8018
chr1G_TA2804	170500000	171000000	8862
chr1G_TA2804	171000000	171500000	11058
chr1G_TA2804	171500000	172000000	10862
chr1G_TA2804	172000000	172500000	11944
chr1G_TA2804	172500000	173000000	9836
chr1G_TA2804	173000000	173500000	10710
chr1G_TA2804	173500000	174000000	9668
chr1G_TA2804	174000000	174500000	9450
chr1G_TA2804	174500000	175000000	9763
chr1G_TA2804	175000000	175500000	9861
chr1G_TA2804	175500000	176000000	11534
chr1G_TA2804	176000000	176500000	9880
chr1G_TA2804	176500000	177000000	9418
chr1G_TA2804	177000000	177500000	10224
chr1G_TA2804	177500000	178000000	11723
chr1G_TA2804	178000000	178500000	11833
chr1G_TA2804	178500000	179000000	9448
chr1G_TA2804	179000000	179500000	10848
chr1G_TA2804	179500000	180000000	9822
chr1G_TA2804	180000000	180500000	10110
chr1G_TA2804	180500000	181000000	9586
chr1G_TA2804	181000000	181500000	7170
chr1G_TA2804	181500000	182000000	9860
chr1G_TA2804	182000000	182500000	9635
chr1G_TA2804	182500000	183000000	9326
chr1G_TA2804	183000000	183500000	8953
chr1G_TA2804	183500000	184000000	10033
chr1G_TA2804	184000000	184500000	10409
chr1G_TA2804	184500000	185000000	10142
chr1G_TA2804	185000000	185500000	9904
chr1G_TA2804	185500000	186000000	9478
chr1G_TA2804	186000000	186500000	8962
chr1G_TA2804	186500000	187000000	9846
chr1G_TA2804	187000000	187500000	9700
chr1G_TA2804	187500000	188000000	9384
chr1G_TA2804	188000000	188500000	10474
chr1G_TA2804	188500000	189000000	904
chr1G_TA2804	189000000	189500000	4446
chr1G_TA2804	189500000	190000000	9896
chr1G_TA2804	190000000	190500000	10442
chr1G_TA2804	190500000	191000000	10478
chr1G_TA2804	191000000	191500000	9516
chr1G_TA2804	191500000	192000000	10098
chr1G_TA2804	192000000	192500000	9298
chr1G_TA2804	192500000	193000000	9996
chr1G_TA2804	193000000	193500000	10609
chr1G_TA2804	193500000	194000000	10769
chr1G_TA2804	194000000	194500000	9922
chr1G_TA2804	194500000	195000000	10554
chr1G_TA2804	195000000	195500000	10572
chr1G_TA2804	195500000	196000000	9892
chr1G_TA2804	196000000	196500000	9786
chr1G_TA2804	196500000	197000000	10674
chr1G_TA2804	197000000	197500000	10640
chr1G_TA2804	197500000	198000000	10444
chr1G_TA2804	198000000	198500000	9578
chr1G_TA2804	198500000	199000000	9412
chr1G_TA2804	199000000	199500000	9984
chr1G_TA2804	199500000	200000000	9958
chr1G_TA2804	200000000	200500000	9812
chr1G_TA2804	200500000	201000000	11112
chr1G_TA2804	201000000	201500000	11478
chr1G_TA2804	201500000	202000000	11060
chr1G_TA2804	202000000	202500000	10398
chr1G_TA2804	202500000	203000000	12350
chr1G_TA2804	203000000	203500000	10042
chr1G_TA2804	203500000	204000000	11012
chr1G_TA2804	204000000	204500000	11338
chr1G_TA2804	204500000	205000000	10400
chr1G_TA2804	205000000	205500000	9659
chr1G_TA2804	205500000	206000000	10441
chr1G_TA2804	206000000	206500000	9450
chr1G_TA2804	206500000	207000000	9774
chr1G_TA2804	207000000	207500000	9714
chr1G_TA2804	207500000	208000000	11050
chr1G_TA2804	208000000	208500000	9192
chr1G_TA2804	208500000	209000000	9348
chr1G_TA2804	209000000	209500000	10164
chr1G_TA2804	209500000	210000000	10810
chr1G_TA2804	210000000	210500000	9872
chr1G_TA2804	210500000	211000000	11268
chr1G_TA2804	211000000	211500000	9994
chr1G_TA2804	211500000	212000000	11035
chr1G_TA2804	212000000	212500000	10595
chr1G_TA2804	212500000	213000000	11282
chr1G_TA2804	213000000	213500000	9492
chr1G_TA2804	213500000	214000000	9364
chr1G_TA2804	214000000	214500000	11682
chr1G_TA2804	214500000	215000000	7832
chr1G_TA2804	215000000	215500000	9692
chr1G_TA2804	215500000	216000000	10866
chr1G_TA2804	216000000	216500000	10690
chr1G_TA2804	216500000	217000000	10970
chr1G_TA2804	217000000	217500000	10430
chr1G_TA2804	217500000	218000000	9674
chr1G_TA2804	218000000	218500000	9976
chr1G_TA2804	218500000	219000000	10268
chr1G_TA2804	219000000	219500000	10044
chr1G_TA2804	219500000	220000000	10870
chr1G_TA2804	220000000	220500000	10246
chr1G_TA2804	220500000	221000000	9616
chr1G_TA2804	221000000	221500000	9206
chr1G_TA2804	221500000	222000000	10476
chr1G_TA2804	222000000	222500000	9710
chr1G_TA2804	222500000	223000000	10312
chr1G_TA2804	223000000	223500000	9738
chr1G_TA2804	223500000	224000000	9917
chr1G_TA2804	224000000	224500000	10727
chr1G_TA2804	224500000	225000000	11040
chr1G_TA2804	225000000	225500000	10647
chr1G_TA2804	225500000	226000000	11225
chr1G_TA2804	226000000	226500000	9870
chr1G_TA2804	226500000	227000000	10008
chr1G_TA2804	227000000	227500000	9318
chr1G_TA2804	227500000	228000000	11420
chr1G_TA2804	228000000	228500000	10702
chr1G_TA2804	228500000	229000000	9228
chr1G_TA2804	229000000	229500000	10700
chr1G_TA2804	229500000	230000000	9978
chr1G_TA2804	230000000	230500000	8730
chr1G_TA2804	230500000	231000000	9536
chr1G_TA2804	231000000	231500000	10066
chr1G_TA2804	231500000	232000000	10175
chr1G_TA2804	232000000	232500000	9885
chr1G_TA2804	232500000	233000000	10306
chr1G_TA2804	233000000	233500000	10534
chr1G_TA2804	233500000	234000000	9924
chr1G_TA2804	234000000	234500000	10222
chr1G_TA2804	234500000	235000000	10438
chr1G_TA2804	235000000	235500000	10450
chr1G_TA2804	235500000	236000000	9761
chr1G_TA2804	236000000	236500000	9153
chr1G_TA2804	236500000	237000000	10308
chr1G_TA2804	237000000	237500000	9594
chr1G_TA2804	237500000	238000000	10080
chr1G_TA2804	238000000	238500000	10168
chr1G_TA2804	238500000	239000000	10538
chr1G_TA2804	239000000	239500000	10110
chr1G_TA2804	239500000	240000000	10602
chr1G_TA2804	240000000	240500000	9250
chr1G_TA2804	240500000	241000000	10366
chr1G_TA2804	241000000	241500000	9444
chr1G_TA2804	241500000	242000000	9650
chr1G_TA2804	242000000	242500000	10388
chr1G_TA2804	242500000	243000000	9620
chr1G_TA2804	243000000	243500000	11134
chr1G_TA2804	243500000	244000000	9940
chr1G_TA2804	244000000	244500000	9338
chr1G_TA2804	244500000	245000000	9413
chr1G_TA2804	245000000	245500000	10939
chr1G_TA2804	245500000	246000000	9784
chr1G_TA2804	246000000	246500000	9884
chr1G_TA2804	246500000	247000000	9604
chr1G_TA2804	247000000	247500000	10702
chr1G_TA2804	247500000	248000000	10862
chr1G_TA2804	248000000	248500000	11630
chr1G_TA2804	248500000	249000000	10414
chr1G_TA2804	249000000	249500000	10768
chr1G_TA2804	249500000	250000000	11364
chr1G_TA2804	250000000	250500000	10950
chr1G_TA2804	250500000	251000000	11036
chr1G_TA2804	251000000	251500000	10208
chr1G_TA2804	251500000	252000000	9630
chr1G_TA2804	252000000	252500000	9648
chr1G_TA2804	252500000	253000000	10002
chr1G_TA2804	253000000	253500000	10492
chr1G_TA2804	253500000	254000000	9964
chr1G_TA2804	254000000	254500000	9714
chr1G_TA2804	254500000	255000000	10346
chr1G_TA2804	255000000	255500000	10492
chr1G_TA2804	255500000	256000000	9736
chr1G_TA2804	256000000	256500000	9912
chr1G_TA2804	256500000	257000000	11868
chr1G_TA2804	257000000	257500000	9430
chr1G_TA2804	257500000	258000000	10576
chr1G_TA2804	258000000	258500000	10216
chr1G_TA2804	258500000	259000000	10240
chr1G_TA2804	259000000	259500000	6320
chr1G_TA2804	259500000	260000000	10630
chr1G_TA2804	260000000	260500000	9367
chr1G_TA2804	260500000	261000000	9681
chr1G_TA2804	261000000	261500000	10004
chr1G_TA2804	261500000	262000000	10560
chr1G_TA2804	262000000	262500000	9614
chr1G_TA2804	262500000	263000000	9828
chr1G_TA2804	263000000	263500000	9651
chr1G_TA2804	263500000	264000000	10355
chr1G_TA2804	264000000	264500000	9492
chr1G_TA2804	264500000	265000000	9410
chr1G_TA2804	265000000	265500000	9250
chr1G_TA2804	265500000	266000000	10352
chr1G_TA2804	266000000	266500000	9984
chr1G_TA2804	266500000	267000000	7578
chr1G_TA2804	267000000	267500000	3732
chr1G_TA2804	267500000	268000000	5040
chr1G_TA2804	268000000	268500000	8930
chr1G_TA2804	268500000	269000000	9610
chr1G_TA2804	269000000	269500000	9675
chr1G_TA2804	269500000	270000000	9339
chr1G_TA2804	270000000	270500000	9612
chr1G_TA2804	270500000	271000000	10090
chr1G_TA2804	271000000	271500000	10950
chr1G_TA2804	271500000	272000000	10448
chr1G_TA2804	272000000	272500000	10444
chr1G_TA2804	272500000	273000000	9216
chr1G_TA2804	273000000	273500000	11698
chr1G_TA2804	273500000	274000000	10276
chr1G_TA2804	274000000	274500000	10384
chr1G_TA2804	274500000	275000000	9956
chr1G_TA2804	275000000	275500000	10156
chr1G_TA2804	275500000	276000000	10204
chr1G_TA2804	276000000	276500000	9758
chr1G_TA2804	276500000	277000000	9532
chr1G_TA2804	277000000	277500000	9424
chr1G_TA2804	277500000	278000000	9668
chr1G_TA2804	278000000	278500000	9950
chr1G_TA2804	278500000	279000000	9390
chr1G_TA2804	279000000	279500000	9884
chr1G_TA2804	279500000	280000000	9688
chr1G_TA2804	280000000	280500000	9824
chr1G_TA2804	280500000	281000000	9160
chr1G_TA2804	281000000	281500000	9656
chr1G_TA2804	281500000	282000000	9564
chr1G_TA2804	282000000	282500000	10298
chr1G_TA2804	282500000	283000000	10730
chr1G_TA2804	283000000	283500000	9996
chr1G_TA2804	283500000	284000000	9562
chr1G_TA2804	284000000	284500000	9848
chr1G_TA2804	284500000	285000000	10438
chr1G_TA2804	285000000	285500000	9986
chr1G_TA2804	285500000	286000000	10588
chr1G_TA2804	286000000	286500000	9791
chr1G_TA2804	286500000	287000000	10585
chr1G_TA2804	287000000	287500000	9712
chr1G_TA2804	287500000	288000000	11162
chr1G_TA2804	288000000	288500000	10866
chr1G_TA2804	288500000	289000000	11188
chr1G_TA2804	289000000	289500000	11086
chr1G_TA2804	289500000	290000000	9094
chr1G_TA2804	290000000	290500000	9630
chr1G_TA2804	290500000	291000000	10508
chr1G_TA2804	291000000	291500000	10870
chr1G_TA2804	291500000	292000000	9815
chr1G_TA2804	292000000	292500000	9826
chr1G_TA2804	292500000	293000000	9803
chr1G_TA2804	293000000	293500000	9864
chr1G_TA2804	293500000	294000000	10077
chr1G_TA2804	294000000	294500000	9311
chr1G_TA2804	294500000	295000000	9588
chr1G_TA2804	295000000	295500000	11222
chr1G_TA2804	295500000	296000000	9456
chr1G_TA2804	296000000	296500000	9952
chr1G_TA2804	296500000	297000000	9986
chr1G_TA2804	297000000	297500000	10033
chr1G_TA2804	297500000	298000000	10623
chr1G_TA2804	298000000	298500000	10066
chr1G_TA2804	298500000	299000000	10100
chr1G_TA2804	299000000	299500000	10570
chr1G_TA2804	299500000	300000000	10765
chr1G_TA2804	300000000	300500000	11997
chr1G_TA2804	300500000	301000000	10861
chr1G_TA2804	301000000	301500000	9845
chr1G_TA2804	301500000	302000000	11264
chr1G_TA2804	302000000	302500000	11228
chr1G_TA2804	302500000	303000000	9038
chr1G_TA2804	303000000	303500000	9560
chr1G_TA2804	303500000	304000000	10010
chr1G_TA2804	304000000	304500000	10031
chr1G_TA2804	304500000	305000000	9635
chr1G_TA2804	305000000	305500000	10442
chr1G_TA2804	305500000	306000000	10226
chr1G_TA2804	306000000	306500000	10102
chr1G_TA2804	306500000	307000000	10872
chr1G_TA2804	307000000	307500000	10054
chr1G_TA2804	307500000	308000000	9626
chr1G_TA2804	308000000	308500000	11551
chr1G_TA2804	308500000	309000000	11277
chr1G_TA2804	309000000	309500000	11216
chr1G_TA2804	309500000	310000000	11459
chr1G_TA2804	310000000	310500000	10445
chr1G_TA2804	310500000	311000000	10144
chr1G_TA2804	311000000	311500000	9246
chr1G_TA2804	311500000	312000000	9286
chr1G_TA2804	312000000	312500000	9760
chr1G_TA2804	312500000	313000000	11310
chr1G_TA2804	313000000	313500000	11177
chr1G_TA2804	313500000	314000000	10991
chr1G_TA2804	314000000	314500000	9426
chr1G_TA2804	314500000	315000000	9882
chr1G_TA2804	315000000	315500000	9041
chr1G_TA2804	315500000	316000000	10035
chr1G_TA2804	316000000	316500000	9862
chr1G_TA2804	316500000	317000000	10316
chr1G_TA2804	317000000	317500000	9620
chr1G_TA2804	317500000	318000000	10165
chr1G_TA2804	318000000	318500000	9409
chr1G_TA2804	318500000	319000000	10110
chr1G_TA2804	319000000	319500000	10522
chr1G_TA2804	319500000	320000000	10052
chr1G_TA2804	320000000	320500000	9387
chr1G_TA2804	320500000	321000000	10621
chr1G_TA2804	321000000	321500000	10052
chr1G_TA2804	321500000	322000000	9660
chr1G_TA2804	322000000	322500000	10082
chr1G_TA2804	322500000	323000000	10658
chr1G_TA2804	323000000	323500000	9826
chr1G_TA2804	323500000	324000000	11272
chr1G_TA2804	324000000	324500000	9816
chr1G_TA2804	324500000	325000000	9784
chr1G_TA2804	325000000	325500000	11172
chr1G_TA2804	325500000	326000000	10686
chr1G_TA2804	326000000	326500000	11750
chr1G_TA2804	326500000	327000000	12076
chr1G_TA2804	327000000	327500000	12068
chr1G_TA2804	327500000	328000000	11495
chr1G_TA2804	328000000	328500000	12199
chr1G_TA2804	328500000	329000000	11016
chr1G_TA2804	329000000	329500000	10092
chr1G_TA2804	329500000	330000000	10604
chr1G_TA2804	330000000	330500000	10094
chr1G_TA2804	330500000	331000000	10433
chr1G_TA2804	331000000	331500000	9889
chr1G_TA2804	331500000	332000000	9314
chr1G_TA2804	332000000	332500000	9425
chr1G_TA2804	332500000	333000000	10681
chr1G_TA2804	333000000	333500000	9610
chr1G_TA2804	333500000	334000000	11694
chr1G_TA2804	334000000	334500000	9590
chr1G_TA2804	334500000	335000000	9720
chr1G_TA2804	335000000	335500000	9644
chr1G_TA2804	335500000	336000000	11496
chr1G_TA2804	336000000	336500000	10094
chr1G_TA2804	336500000	337000000	10064
chr1G_TA2804	337000000	337500000	9566
chr1G_TA2804	337500000	338000000	9132
chr1G_TA2804	338000000	338500000	10310
chr1G_TA2804	338500000	339000000	9662
chr1G_TA2804	339000000	339500000	9700
chr1G_TA2804	339500000	340000000	10473
chr1G_TA2804	340000000	340500000	11272
chr1G_TA2804	340500000	341000000	10049
chr1G_TA2804	341000000	341500000	10886
chr1G_TA2804	341500000	342000000	10218
chr1G_TA2804	342000000	342500000	10316
chr1G_TA2804	342500000	343000000	10440
chr1G_TA2804	343000000	343500000	10344
chr1G_TA2804	343500000	344000000	10354
chr1G_TA2804	344000000	344500000	10474
chr1G_TA2804	344500000	345000000	9308
chr1G_TA2804	345000000	345500000	11038
chr1G_TA2804	345500000	346000000	8864
chr1G_TA2804	346000000	346500000	9112
chr1G_TA2804	346500000	347000000	10246
chr1G_TA2804	347000000	347500000	10648
chr1G_TA2804	347500000	348000000	11718
chr1G_TA2804	348000000	348500000	10946
chr1G_TA2804	348500000	349000000	10364
chr1G_TA2804	349000000	349500000	9804
chr1G_TA2804	349500000	350000000	9880
chr1G_TA2804	350000000	350500000	10110
chr1G_TA2804	350500000	351000000	8656
chr1G_TA2804	351000000	351500000	9468
chr1G_TA2804	351500000	352000000	9844
chr1G_TA2804	352000000	352500000	10910
chr1G_TA2804	352500000	353000000	8979
chr1G_TA2804	353000000	353500000	8493
chr1G_TA2804	353500000	354000000	9966
chr1G_TA2804	354000000	354500000	10138
chr1G_TA2804	354500000	355000000	10252
chr1G_TA2804	355000000	355500000	11608
chr1G_TA2804	355500000	356000000	8036
chr1G_TA2804	356000000	356500000	5670
chr1G_TA2804	356500000	357000000	5312
chr1G_TA2804	357000000	357500000	5072
chr1G_TA2804	357500000	358000000	8556
chr1G_TA2804	358000000	358500000	9232
chr1G_TA2804	358500000	359000000	9964
chr1G_TA2804	359000000	359500000	9616
chr1G_TA2804	359500000	360000000	8734
chr1G_TA2804	360000000	360500000	9848
chr1G_TA2804	360500000	361000000	8886
chr1G_TA2804	361000000	361500000	9280
chr1G_TA2804	361500000	362000000	10884
chr1G_TA2804	362000000	362500000	8940
chr1G_TA2804	362500000	363000000	9033
chr1G_TA2804	363000000	363500000	9705
chr1G_TA2804	363500000	364000000	9698
chr1G_TA2804	364000000	364500000	9064
chr1G_TA2804	364500000	365000000	8920
chr1G_TA2804	365000000	365500000	10916
chr1G_TA2804	365500000	366000000	10512
chr1G_TA2804	366000000	366500000	10046
chr1G_TA2804	366500000	367000000	11354
chr1G_TA2804	367000000	367500000	11438
chr1G_TA2804	367500000	368000000	9642
chr1G_TA2804	368000000	368500000	10034
chr1G_TA2804	368500000	369000000	11364
chr1G_TA2804	369000000	369500000	10074
chr1G_TA2804	369500000	370000000	9488
chr1G_TA2804	370000000	370500000	9573
chr1G_TA2804	370500000	371000000	10105
chr1G_TA2804	371000000	371500000	10666
chr1G_TA2804	371500000	372000000	11018
chr1G_TA2804	372000000	372500000	9098
chr1G_TA2804	372500000	373000000	10042
chr1G_TA2804	373000000	373500000	9354
chr1G_TA2804	373500000	374000000	10062
chr1G_TA2804	374000000	374500000	10328
chr1G_TA2804	374500000	375000000	9366
chr1G_TA2804	375000000	375500000	9000
chr1G_TA2804	375500000	376000000	8918
chr1G_TA2804	376000000	376500000	9758
chr1G_TA2804	376500000	377000000	10654
chr1G_TA2804	377000000	377500000	9658
chr1G_TA2804	377500000	378000000	10660
chr1G_TA2804	378000000	378500000	9510
chr1G_TA2804	378500000	379000000	9594
chr1G_TA2804	379000000	379500000	9934
chr1G_TA2804	379500000	380000000	10178
chr1G_TA2804	380000000	380500000	9968
chr1G_TA2804	380500000	381000000	9746
chr1G_TA2804	381000000	381500000	10340
chr1G_TA2804	381500000	382000000	9908
chr1G_TA2804	382000000	382500000	9686
chr1G_TA2804	382500000	383000000	9764
chr1G_TA2804	383000000	383500000	8382
chr1G_TA2804	383500000	384000000	10992
chr1G_TA2804	384000000	384500000	9120
chr1G_TA2804	384500000	385000000	10896
chr1G_TA2804	385000000	385500000	10032
chr1G_TA2804	385500000	386000000	9910
chr1G_TA2804	386000000	386500000	9156
chr1G_TA2804	386500000	387000000	9784
chr1G_TA2804	387000000	387500000	8570
chr1G_TA2804	387500000	388000000	9736
chr1G_TA2804	388000000	388500000	8914
chr1G_TA2804	388500000	389000000	9564
chr1G_TA2804	389000000	389500000	9218
chr1G_TA2804	389500000	390000000	9786
chr1G_TA2804	390000000	390500000	9750
chr1G_TA2804	390500000	391000000	8874
chr1G_TA2804	391000000	391500000	8768
chr1G_TA2804	391500000	392000000	8816
chr1G_TA2804	392000000	392500000	8920
chr1G_TA2804	392500000	393000000	9696
chr1G_TA2804	393000000	393500000	8990
chr1G_TA2804	393500000	394000000	8580
chr1G_TA2804	394000000	394500000	7780
chr1G_TA2804	394500000	395000000	8488
chr1G_TA2804	395000000	395500000	8070
chr1G_TA2804	395500000	396000000	8862
chr1G_TA2804	396000000	396500000	8512
chr1G_TA2804	396500000	397000000	8976
chr1G_TA2804	397000000	397500000	8304
chr1G_TA2804	397500000	398000000	8600
chr1G_TA2804	398000000	398500000	8254
chr1G_TA2804	398500000	399000000	8294
chr1G_TA2804	399000000	399500000	8402
chr1G_TA2804	399500000	400000000	7794
chr1G_TA2804	400000000	400500000	8322
chr1G_TA2804	400500000	401000000	7464
chr1G_TA2804	401000000	401500000	7626
chr1G_TA2804	401500000	402000000	8250
chr1G_TA2804	402000000	402500000	8510
chr1G_TA2804	402500000	403000000	8430
chr1G_TA2804	403000000	403500000	8546
chr1G_TA2804	403500000	404000000	7516
chr1G_TA2804	404000000	404500000	8526
chr1G_TA2804	404500000	405000000	8954
chr1G_TA2804	405000000	405500000	10362
chr1G_TA2804	405500000	406000000	9066
chr1G_TA2804	406000000	406500000	9124
chr1G_TA2804	406500000	407000000	6838
chr1G_TA2804	407000000	407500000	8744
chr1G_TA2804	407500000	408000000	8536
chr1G_TA2804	408000000	408500000	8488
chr1G_TA2804	408500000	409000000	9162
chr1G_TA2804	409000000	409500000	8810
chr1G_TA2804	409500000	410000000	7092
chr1G_TA2804	410000000	410500000	9896
chr1G_TA2804	410500000	411000000	7838
chr1G_TA2804	411000000	411500000	9226
chr1G_TA2804	411500000	412000000	8128
chr1G_TA2804	412000000	412500000	9056
chr1G_TA2804	412500000	413000000	8346
chr1G_TA2804	413000000	413500000	6978
chr1G_TA2804	413500000	414000000	8150
chr1G_TA2804	414000000	414500000	8154
chr1G_TA2804	414500000	415000000	8430
chr1G_TA2804	415000000	415500000	8454
chr1G_TA2804	415500000	416000000	9183
chr1G_TA2804	416000000	416500000	9271
chr1G_TA2804	416500000	417000000	9496
chr1G_TA2804	417000000	417500000	7599
chr1G_TA2804	417500000	418000000	7223
chr1G_TA2804	418000000	418500000	7969
chr1G_TA2804	418500000	419000000	7459
chr1G_TA2804	419000000	419500000	7936
chr1G_TA2804	419500000	420000000	8308
chr1G_TA2804	420000000	420500000	8934
chr1G_TA2804	420500000	421000000	7986
chr1G_TA2804	421000000	421500000	8676
chr1G_TA2804	421500000	422000000	8106
chr1G_TA2804	422000000	422500000	9114
chr1G_TA2804	422500000	423000000	7320
chr1G_TA2804	423000000	423500000	7398
chr1G_TA2804	423500000	424000000	8824
chr1G_TA2804	424000000	424500000	8810
chr1G_TA2804	424500000	425000000	7350
chr1G_TA2804	425000000	425500000	9390
chr1G_TA2804	425500000	426000000	8902
chr1G_TA2804	426000000	426500000	5625
chr1G_TA2804	426500000	427000000	8999
chr1G_TA2804	427000000	427500000	9714
chr1G_TA2804	427500000	428000000	9558
chr1G_TA2804	428000000	428500000	9470
chr1G_TA2804	428500000	429000000	9266
chr1G_TA2804	429000000	429500000	9660
chr1G_TA2804	429500000	430000000	9256
chr1G_TA2804	430000000	430500000	8392
chr1G_TA2804	430500000	431000000	7712
chr1G_TA2804	431000000	431500000	8328
chr1G_TA2804	431500000	432000000	7783
chr1G_TA2804	432000000	432500000	8827
chr1G_TA2804	432500000	433000000	8715
chr1G_TA2804	433000000	433500000	8609
chr1G_TA2804	433500000	434000000	9963
chr1G_TA2804	434000000	434500000	8207
chr1G_TA2804	434500000	435000000	8532
chr1G_TA2804	435000000	435500000	10630
chr1G_TA2804	435500000	436000000	9882
chr1G_TA2804	436000000	436500000	9808
chr1G_TA2804	436500000	437000000	8408
chr1G_TA2804	437000000	437500000	7447
chr1G_TA2804	437500000	438000000	8033
chr1G_TA2804	438000000	438500000	7784
chr1G_TA2804	438500000	439000000	7888
chr1G_TA2804	439000000	439500000	7552
chr1G_TA2804	439500000	440000000	8204
chr1G_TA2804	440000000	440500000	7296
chr1G_TA2804	440500000	441000000	7984
chr1G_TA2804	441000000	441500000	7460
chr1G_TA2804	441500000	442000000	6868
chr1G_TA2804	442000000	442500000	8826
chr1G_TA2804	442500000	443000000	7824
chr1G_TA2804	443000000	443500000	6818
chr1G_TA2804	443500000	444000000	6356
chr1G_TA2804	444000000	444500000	6652
chr1G_TA2804	444500000	445000000	6944
chr1G_TA2804	445000000	445500000	2593
chr1G_TA2804	445500000	446000000	8801
chr1G_TA2804	446000000	446500000	7822
chr1G_TA2804	446500000	447000000	7554
chr1G_TA2804	447000000	447500000	7078
chr1G_TA2804	447500000	448000000	6978
chr1G_TA2804	448000000	448500000	6382
chr1G_TA2804	448500000	449000000	5614
chr1G_TA2804	449000000	449500000	8762
chr1G_TA2804	449500000	450000000	7207
chr1G_TA2804	450000000	450500000	7005
chr1G_TA2804	450500000	451000000	7726
chr1G_TA2804	451000000	451500000	9342
chr1G_TA2804	451500000	452000000	7652
chr1G_TA2804	452000000	452500000	7196
chr1G_TA2804	452500000	453000000	7272
chr1G_TA2804	453000000	453500000	7100
chr1G_TA2804	453500000	454000000	6260
chr1G_TA2804	454000000	454500000	8016
chr1G_TA2804	454500000	455000000	2734
chr1G_TA2804	455000000	455500000	6516
chr1G_TA2804	455500000	456000000	6830
chr1G_TA2804	456000000	456500000	5248
chr1G_TA2804	456500000	457000000	4600
chr1G_TA2804	457000000	457500000	6104
chr1G_TA2804	457500000	458000000	7218
chr1G_TA2804	458000000	458500000	7080
chr1G_TA2804	458500000	459000000	7482
